LEVEL,LB_CODE,LB_HAB_FR,CD_HAB,EUNIS
A,A2.324,Cuvettes des marais salés,10438,A2.324-Cuvettes des marais salés
A,A2.325,Chenaux des marais salés,10439,A2.325-Chenaux des marais salés
A,A2.3251,Faciès d'érosion à <em>Carcinus maenas</em>,17392,A2.3251-Faciès d'érosion à <em>Carcinus maenas</em>
A,A2.33,Rivages marins vaseux,4701,A2.33-Rivages marins vaseux
A,A2.4,Sédiments hétérogènes intertidaux,1598,A2.4-Sédiments hétérogènes intertidaux
A,A2.41,Estrans de vase sablo-graveleuse dominés par <em>Hediste diversicolor</em>,4702,A2.41-Estrans de vase sablo-graveleuse dominés par <em>Hediste diversicolor</em>
A,A2.411,<em>Hediste diversicolor</em> dans du sable vaso-graveleux et de la vase sablo-graveleuse intertidaux,10443,A2.411-<em>Hediste diversicolor</em> dans du sable vaso-graveleux et de la vase sablo-graveleuse intertidaux
A,A2.4111,<em>Hediste diversicolor</em> et <em>Macoma balthica</em> dans de la vase graveleuse intertidale,17393,A2.4111-<em>Hediste diversicolor</em> et <em>Macoma balthica</em> dans de la vase graveleuse intertidale
A,A2.4112,<em>Hediste diversicolor</em> et <em>Scrobicularia plana</em> dans de la vase graveleuse intertidale,17394,A2.4112-<em>Hediste diversicolor</em> et <em>Scrobicularia plana</em> dans de la vase graveleuse intertidale
A,A2.4113,<em>Hediste diversicolor</em> et <em>Streblospio shrubsolii</em> dans de la vase sablo-graveleuse intertidale,17386,A2.4113-<em>Hediste diversicolor</em> et <em>Streblospio shrubsolii</em> dans de la vase sablo-graveleuse intertidale
A,A2.4114,"<em>Hediste diversicolor</em>, cirratulidés et <em>Tubificoides</em> spp. dans de la vase sablo-graveleuse intertidale",17387,"A2.4114-<em>Hediste diversicolor</em>, cirratulidés et <em>Tubificoides</em> spp. dans de la vase sablo-graveleuse intertidale"
A,A2.4115,<em>Hediste diversicolor</em> et <em>Corophium volutator</em> dans de la vase sablo-graveleuse intertidale,17388,A2.4115-<em>Hediste diversicolor</em> et <em>Corophium volutator</em> dans de la vase sablo-graveleuse intertidale
A,A2.42,Estrans de sédiments hétérogènes riches en espèces,4699,A2.42-Estrans de sédiments hétérogènes riches en espèces
A,A2.421,Cirratulidés et <em>Cerastoderma edule</em> dans des sédiments hétérogènes intertidaux,10453,A2.421-Cirratulidés et <em>Cerastoderma edule</em> dans des sédiments hétérogènes intertidaux
A,A2.43,Estrans de sédiments hétérogènes pauvres en espèces,4704,A2.43-Estrans de sédiments hétérogènes pauvres en espèces
A,A2.431,Balanes et <em>Littorina</em> spp. sur substrat hétérogène instable du médiolittoral,10454,A2.431-Balanes et <em>Littorina</em> spp. sur substrat hétérogène instable du médiolittoral
A,A2.5,Marais salés côtiers et roselières salines,1599,A2.5-Marais salés côtiers et roselières salines
A,A2.51,Laisses des marais salés,4705,A2.51-Laisses des marais salés
A,A2.511,Communautés à hautes herbes des marais salés et des laisses atlantiques,10456,A2.511-Communautés à hautes herbes des marais salés et des laisses atlantiques
A,A2.512,Communautés d'espèces annuelles des laisses des marais salés atlantiques,10457,A2.512-Communautés d'espèces annuelles des laisses des marais salés atlantiques
A,A2.513,Laisses des marais salés méditerranéens,10458,A2.513-Laisses des marais salés méditerranéens
A,A2.514,Laisses des marais salés à <em>Elytrigia acuta</em> (anciennement <em>Elymus pycnanthus</em>), avec <em>Suaeda vera</em> ou <em>Limbarda crithmoides</em> (anciennement <em>Inula crithmoides</em>),A2.514-Laisses des marais salés à <em>Elytrigia acuta</em> (anciennement <em>Elymus pycnanthus</em>)
A,A2.515,Laisses des marais salés à <em>Elytrigia repens</em> (anciennement <em>Elymus repens</em>),10460,A2.515-Laisses des marais salés à <em>Elytrigia repens</em> (anciennement <em>Elymus repens</em>)
A,A2.516,Laisses des marais salés à <em>Suaeda vera</em>,10461,A2.516-Laisses des marais salés à <em>Suaeda vera</em>
A,A2.517,Laisses des marais salés à <em>Suaeda vera</em> et <em>Limonium binervosum</em>,10462,A2.517-Laisses des marais salés à <em>Suaeda vera</em> et <em>Limonium binervosum</em>
A,A2.518,Laisses des marais salés à <em>Spergularia salina</em> (anciennement <em>Spergularia marina</em>) et <em>Puccinellia distans</em>,10463,A2.518-Laisses des marais salés à <em>Spergularia salina</em> (anciennement <em>Spergularia marina</em>) et <em>Puccinellia distans</em>
A,A2.519,Laisses des marais salés à <em>Frankenia laevis</em> et <em>Halimione portulacoides</em>,10464,A2.519-Laisses des marais salés à <em>Frankenia laevis</em> et <em>Halimione portulacoides</em>
A,A2.51A,Marais salés à <em>Limbarda crithmoides</em> (anciennement <em>Inula crithmoides</em>),10465,A2.51A-Marais salés à <em>Limbarda crithmoides</em> (anciennement <em>Inula crithmoides</em>)
A,A2.51B,Marais salés éphémères à <em>Sagina maritima</em> dans du sable,10466,A2.51B-Marais salés éphémères à <em>Sagina maritima</em> dans du sable
A,A2.52,Partie supérieure des marais salés,4706,A2.52-Partie supérieure des marais salés
A,A2.521,Communautés des marais saumâtres atlantiques et baltiques,10467,A2.521-Communautés des marais saumâtres atlantiques et baltiques
A,A2.5211,Gazons à sagine de marais salés,17410,A2.5211-Gazons à sagine de marais salés
A,A2.522,Marais salés méditerranéens à <em>Juncus maritimus</em> et <em>Juncus acutus</em>,10468,A2.522-Marais salés méditerranéens à <em>Juncus maritimus</em> et <em>Juncus acutus</em>
A,A2.523,"Prés salés ras méditerranéens à <em>Juncus</em>, <em>Carex</em>, <em>Hordeum</em> et <em>Trifolium</em>",10469,"A2.523-Prés salés ras méditerranéens à <em>Juncus</em>, <em>Carex</em>, <em>Hordeum</em> et <em>Trifolium</em>"
A,A2.524,Peuplements d'<em>Elymus</em> ou <em>Artemisia</em> méditerranéens,10470,A2.524-Peuplements d'<em>Elymus</em> ou <em>Artemisia</em> méditerranéens
A,A2.525,Jonchaies méditerranéennes à <em>Juncus subulatus</em>,10471,A2.525-Jonchaies méditerranéennes à <em>Juncus subulatus</em>
A,A2.526,Fourrés des marais salés méditerranéens,10472,A2.526-Fourrés des marais salés méditerranéens
A,A2.5261,Tapis de Salicorne vivace,17415,A2.5261-Tapis de Salicorne vivace
A,A2.5262,Fourrés à Salicorne frutescentes,17416,A2.5262-Fourrés à Salicorne frutescentes
A,A2.5263,Fourrés à Salicorne sombre,17417,A2.5263-Fourrés à Salicorne sombre
A,A2.5264,Fourrés à Soude frutescente,17418,A2.5264-Fourrés à Soude frutescente
A,A2.5265,Fourrés méditerranéens à Obione faux-pourpier et à Salicorne ligneuse,17419,A2.5265-Fourrés méditerranéens à Obione faux-pourpier et à Salicorne ligneuse
A,A2.5266,Fourrés méditerranéens à <em>Halocnemum</em>,17420,A2.5266-Fourrés méditerranéens à <em>Halocnemum</em>
A,A2.527,Fourrés halophiles atlantiques,10473,A2.527-Fourrés halophiles atlantiques
A,A2.5271,Fourrés argentés,17421,A2.5271-Fourrés argentés
A,A2.5272,Tapis atlantiques à Salicorne vivace,17422,A2.5272-Tapis atlantiques à Salicorne vivace
A,A2.5273,Fourrés atlantiques à Soude ligneuse,17423,A2.5273-Fourrés atlantiques à Soude ligneuse
A,A2.5274,Fourrés atlantiques à Salicorne frutescente,17424,A2.5274-Fourrés atlantiques à Salicorne frutescente
A,A2.528,Fourrés méditerranéens à <em>Limoniastrum</em>,10474,A2.528-Fourrés méditerranéens à <em>Limoniastrum</em>
A,A2.53,"Roselières, jonchaies et cariçaies salines et saumâtres de la partie moyenne à supérieure des marais salés",4707,"A2.53-Roselières, jonchaies et cariçaies salines et saumâtres de la partie moyenne à supérieure des marais salés"
A,A2.531,Communautés atlantiques de la partie supérieure du rivage,10477,A2.531-Communautés atlantiques de la partie supérieure du rivage
A,A2.5311,Prés salés atlantiques à <em>Juncus gerardii</em>,17425,A2.5311-Prés salés atlantiques à <em>Juncus gerardii</em>
A,A2.5312,Prés salés atlantiques à <em>Plantago maritima</em>,17426,A2.5312-Prés salés atlantiques à <em>Plantago maritima</em>
A,A2.5313,Gazons atlantiques à <em>Festuca rubra</em> et <em>Agrostis stolonifera</em>,17427,A2.5313-Gazons atlantiques à <em>Festuca rubra</em> et <em>Agrostis stolonifera</em>
A,A2.5314,Gazons atlantiques à Olympe maritime,17428,A2.5314-Gazons atlantiques à Olympe maritime
A,A2.5315,Cariçaies atlantiques à <em>Carex distans</em>,17429,A2.5315-Cariçaies atlantiques à <em>Carex distans</em>
A,A2.5316,Prés salés atlantiques à <em>Carex extensa</em>,17430,A2.5316-Prés salés atlantiques à <em>Carex extensa</em>
A,A2.5317,Prés atlantiques à Lavande de mer,17431,A2.5317-Prés atlantiques à Lavande de mer
A,A2.5318,Prés salés atlantiques à <em>Blysmus</em>,17432,A2.5318-Prés salés atlantiques à <em>Blysmus</em>
A,A2.5319,Prés salés atlantiques à <em>Eleocharis</em>,17433,A2.5319-Prés salés atlantiques à <em>Eleocharis</em>
A,A2.531A,Jonchaies atlantiques à <em>Juncus maritimus</em>,17434,A2.531A-Jonchaies atlantiques à <em>Juncus maritimus</em>
A,A2.531B,Prés salés atlantiques à Armoise maritime,17435,A2.531B-Prés salés atlantiques à Armoise maritime
A,A2.531C,Tapis atlantiques à <em>Argentina anserina</em> (anciennement <em>Potentilla anserina</em>),17436,A2.531C-Tapis atlantiques à <em>Argentina anserina</em> (anciennement <em>Potentilla anserina</em>)
A,A2.531D,Communautés atlantiques à Frankénie,17437,A2.531D-Communautés atlantiques à Frankénie
A,A2.531E,Formations du schorre supérieur atlantique à Aster maritime,17438,A2.531E-Formations du schorre supérieur atlantique à Aster maritime
A,A2.531F,Gazons atlantiques à Trèfle fraise,17439,A2.531F-Gazons atlantiques à Trèfle fraise
A,A2.531G,Prés salés atlantiques à Laîche noire,17440,A2.531G-Prés salés atlantiques à Laîche noire
A,A2.532,Prés méditerranéens halo-psammophiles,10478,A2.532-Prés méditerranéens halo-psammophiles
A,A2.535,Marais salés de la partie moyenne à supérieure à <em>Juncus maritimus</em>,10481,A2.535-Marais salés de la partie moyenne à supérieure à <em>Juncus maritimus</em>
A,A2.536,Marais salés de la partie moyenne à supérieure à <em>Juncus maritimus</em> avec <em>Triglochin maritimum</em>,10482,A2.536-Marais salés de la partie moyenne à supérieure à <em>Juncus maritimus</em> avec <em>Triglochin maritimum</em>
A,A2.537,Marais salés de la partie moyenne à supérieure à <em>Eleocharis uniglumis</em>,10483,A2.537-Marais salés de la partie moyenne à supérieure à <em>Eleocharis uniglumis</em>
A,A2.538,Marais salés de la partie moyenne à supérieure à <em>Blysmus rufus</em>,10484,A2.538-Marais salés de la partie moyenne à supérieure à <em>Blysmus rufus</em>
A,A2.539,"Marais salés de la partie moyenne à supérieure à <em>Artemisia maritima</em> avec <em>Festuca rubra</em>, ou avec <em>Artemisia maritima</em> et <em>Halimione</em> avec un couvert clairsemé.",10485,"A2.539-Marais salés de la partie moyenne à supérieure à <em>Artemisia maritima</em> avec <em>Festuca rubra</em>, ou avec <em>Artemisia maritima</em> et <em>Halimione</em> avec un couvert clairsemé."
A,A2.53A,Marais salés de la partie moyenne à supérieure à <em>Festuca rubra</em>,10486,A2.53A-Marais salés de la partie moyenne à supérieure à <em>Festuca rubra</em>
A,A2.53B,"Marais salés de la partie moyenne à supérieure à <em>Festuca rubra</em> avec <em>Agrostis stolonifera</em>, <em>Juncus gerardi</em>, <em>Puccinellia maritima</em>, <em>Lysimachia maritima</em> (anciennement <em>Glaux maritima</em>), <em>Triglochin maritim",10487,"A2.53B-Marais salés de la partie moyenne à supérieure à <em>Festuca rubra</em> avec <em>Agrostis stolonifera</em>, <em>Juncus gerardi</em>, <em>Puccinellia maritima</em>, <em>Lysimachia maritima</em> (anciennement <em>Glaux maritima</em>), <em>Triglochin maritim"
A,A2.53C,Roselières marines salines de <em>Phragmites australis</em>,10488,A2.53C-Roselières marines salines de <em>Phragmites australis</em>
A,A2.54,Partie inférieure à moyenne des marais salés,4708,A2.54-Partie inférieure à moyenne des marais salés
A,A2.541,Pelouses des marais salés atlantiques,10444,A2.541-Pelouses des marais salés atlantiques
A,A2.542,Communautés de la partie inférieure des rivages atlantiques,10445,A2.542-Communautés de la partie inférieure des rivages atlantiques
A,A2.5421,Marais salés à Obione faux-pourpier et Puccinelle,17395,A2.5421-Marais salés à Obione faux-pourpier et Puccinelle
A,A2.5422,Marais salés à Aster maritime et Puccinelle,17396,A2.5422-Marais salés à Aster maritime et Puccinelle
A,A2.5423,Marais salés à Salicornes et Puccinelle,17397,A2.5423-Marais salés à Salicornes et Puccinelle
A,A2.5424,Massifs atlantiques à Arroche à fruits pédonculés,17398,A2.5424-Massifs atlantiques à Arroche à fruits pédonculés
A,A2.5427,Prés de marais salés à <em>Glaux</em> et Puccinelle,17401,A2.5427-Prés de marais salés à <em>Glaux</em> et Puccinelle
A,A2.5428,Marais salés à <em>Plantago</em> et Puccinelle,17402,A2.5428-Marais salés à <em>Plantago</em> et Puccinelle
A,A2.5429,Marais salés à <em>Limonium</em> et Puccinelle,17403,A2.5429-Marais salés à <em>Limonium</em> et Puccinelle
A,A2.543,Gazons des marais salés côtiers méditerranéens,10446,A2.543-Gazons des marais salés côtiers méditerranéens
A,A2.545,Partie inférieure à moyenne des marais salés à <em>Halimione portulacoides</em>,10448,A2.545-Partie inférieure à moyenne des marais salés à <em>Halimione portulacoides</em>
A,A2.546,Partie inférieure à moyenne des marais salés à <em>Puccinellia maritima</em>,10449,A2.546-Partie inférieure à moyenne des marais salés à <em>Puccinellia maritima</em>
A,A2.547,Marais salés à <em>Puccinellia maritima</em> avec <em>Limonium vulgare</em> et <em>Armeria maritima</em> , avec <em>Lysimachia maritima</em> (anciennement <em>Glaux maritima</em>) sont co-dominantes dans une végétation pauvre en espèces ,A2.547-Marais salés à <em>Puccinellia maritima</em> avec <em>Limonium vulgare</em> et <em>Armeria maritima</em> 
A,A2.548,"Partie inférieure à moyenne des marais salés à <em>Salicornia</em>, <em>Suaeda</em> et <em>Puccinellia maritima</em> annuelles",10451,"A2.548-Partie inférieure à moyenne des marais salés à <em>Salicornia</em>, <em>Suaeda</em> et <em>Puccinellia maritima</em> annuelles"
A,A2.55,Marais salés pionniers,4703,A2.55-Marais salés pionniers
A,A2.551,"Marais salés pionniers à <em>Salicornia</em>, <em>Suaeda</em> et <em>Salsola</em>",10452,"A2.551-Marais salés pionniers à <em>Salicornia</em>, <em>Suaeda</em> et <em>Salsola</em>"
A,A2.5511,Biocénose des laisses à dessiccation lente sous les salicornes,17404,A2.5511-Biocénose des laisses à dessiccation lente sous les salicornes
A,A2.5512,Marais salés pionniers à <em>Suaeda maritima</em>,17405,A2.5512-Marais salés pionniers à <em>Suaeda maritima</em>
A,A2.5513,Marais salés pionniers à <em>Salicornia</em> spp.,17406,A2.5513-Marais salés pionniers à <em>Salicornia</em> spp.
A,A2.5516,Gazons de <em>Salicornia emericii</em> de la partie inférieure des rivages méditerranéens,17409,A2.5516-Gazons de <em>Salicornia emericii</em> de la partie inférieure des rivages méditerranéens
