TRIGRAMME,NOM_VALIDE,CD_NOM
Statelord,"Staurastrum teliferum var. ordinatum F.C.E.Børgesen, 1894","652119"
Statet,"Staurastrum tetracerum Ralfs ex Ralfs, 1848","75011"
Statettri,"Staurastrum tetracerum f. trigonum Nordst., 1870","652121"
Statetirr,"Staurastrum tetracerum var. irregulare (West & G.S.West) A.J.Brook, 1982","670209"
Statetval,"Staurastrum tetracerum var. validum West & G.S.West, 1897","75013"
Statoh,"Staurastrum tohopekaligense Wolle, 1885","75014"
Statohtri,"Staurastrum tohopekaligense var. trifurcatum West & G.S.West, 1895","652122"
Statra,"Staurastrum trachytithophorum West & G.S.West, 1897","627033"
Statra2,"Staurastrum trapezicum R.Boldt, 1888","652123"
Statra3,"Staurastrum trapezoides Coesel & Meesters, 2013","835275"
Statum,"Staurastrum tumidulum F.Gay, 1884","652124"
Statur,"Staurastrum turgescens De Not., 1867","75016"
Staturmin,"Staurastrum turgescens f. minus West & G.S.West, 1907","652125"
Staver,"Staurastrum verticillatum W.Archer, 1869","652127"
Staves,"Staurastrum vestitum Ralfs, 1848","75017"
StaTei,"Staurodesmus Teiling, 1948","197917"
Staari,"Staurodesmus aristiferus (Ralfs) Thomasson, 1960","627070"
Stabie2,"Staurodesmus bieneanus (Rabenh.) Florin, 1957","652149"
Stabieell,"Staurodesmus bieneanus var. ellipticus (Wille) Croasdale, 1962","652150"
Staboe,"Staurodesmus boergesenii (Messikommer) Croasdale, 1964","652151"
Stabremin,"Staurodesmus brevispina f. minimus (Lütkem.) Croasdale, 1962","652152"
Stabul3,"Staurodesmus bulnheimii (Racib.) Round & A.J.Brook, 1959","652153"
Stacon2,"Staurodesmus connatus (P.Lundell) Thomasson, 1960","627035"
Staconafr,"Staurodesmus connatus var. africanus (Bourr.) Thomasson, 1960","652155"
Stacon3,"Staurodesmus controversus (West & G.S.West) Teiling, 1967","75020"
Stacon4,"Staurodesmus convergens (Ehrenberg ex Ralfs) S.Lilleroth, 1950","627036"
Staconcon,"Staurodesmus convergens var. convergens (Ehrenberg ex Ralfs) S.Lilleroth, 1950","720034"
Staconlap,"Staurodesmus convergens var. laportei Teiling, 1967","652156"
Staconpum,"Staurodesmus convergens var. pumilus (Nordst.) Teiling, 1967","652157"
Staconral,"Staurodesmus convergens var. ralfsii Teiling, 1967","652158"
Stacor3,"Staurodesmus corniculatus (P.Lundell) Teiling, 1967","627037"
Stacorsub,"Staurodesmus corniculatus var. subspinigerus (F.Forster & F.Eckert) Teiling, 1967","652159"
Stacra,"Staurodesmus crassus (West & G.S.West) M.-B.Florin, 1950","627072"
Stacus,"Staurodesmus cuspidatus (Bréb.) Teiling, 1967","627039"
Stacuscur,"Staurodesmus cuspidatus var. curvatus (West) Teiling, 1967","652165"
Stacuspse,Staurodesmus cuspidatus var. pseudocuspidatus (J.Roy & Bisset) Teiling,"652166"
Stacus2,"Staurodesmus cuspidicurvatus Coesel & Meesters, 2013","834902"
Stadej,"Staurodesmus dejectus (Bréb.) Teiling, 1967","75021"
Stadejapi,"Staurodesmus dejectus var. apiculatus (Bréb.) Croasdale, 1957","795813"
Stadejbor,"Staurodesmus dejectus var. borealis Croasdale, 1965","652167"
Stadejcon,"Staurodesmus dejectus var. convergens (Wolle) Thomasson, 1966","652168"
Stadic,"Staurodesmus dickiei (Ralfs) S.Lill., 1950","627041"
Stadiccir,"Staurodesmus dickiei var. circularis (W.B.Turner) Croasdale, 1957","652169"
Stadicrho,"Staurodesmus dickiei var. rhomboideus (West & G.S.West) S.Lill., 1950","652170"
Staext2,"Staurodesmus extensus (O.F.Andersson) Teiling, 1948","75022"
Staextist,"Staurodesmus extensus var. isthmosus (Heimerl) Coesel, 1993","652171"
Staextjos,"Staurodesmus extensus var. joshuae (Gutw.) Teiling, 1967","652172"
Stafur3,Staurodesmus furcatospermus (A.M.Scott & Prescott) Thomasson,"652173"
Stagla,"Staurodesmus glaber (Ralfs) Teiling, 1948","75023"
Stagladeb,"Staurodesmus glaber var. debaryanus (Nordst.) Teiling, 1967","652175"
Staglahir,"Staurodesmus glaber var. hirudinella (Messikommer) Teiling, 1967","652176"
Stainc2,"Staurodesmus incus (Hassal ex Ralfs) Teiling, 1967","627110"
Staincjac,"Staurodesmus incus var. jaculiferus (West) Coesel & Meesters, 2013","835323"
Staind,"Staurodesmus indentatus (West & G.S.West) Teiling, 1948","627073"
Stalancom,"Staurodesmus lanceolatus var. compressus (West & G.S.West) Teiling, 1967","652181"
Stalep2,"Staurodesmus leptodermus (P.Lundell) Teiling, 1967","627074"
Stamam,"Staurodesmus mamillatus (Nordst.) Teiling, 1967","627043"
Stamammax,"Staurodesmus mamillatus var. maximus (West) Teiling, 1967","851046"
Stameg2,"Staurodesmus megacanthus (P.M.Lundell) Thunmark, 1948","627104"
Stamegori,"Staurodesmus megacanthus var. orientalis (A.M.Scott & Prescott) Teiling, 1967","652183"
Stamuc,"Staurodesmus mucronatus (Ralfs ex Ralfs) Croasdale, 1957","652185"
Stamucsub,"Staurodesmus mucronatus var. subtriangularis (West & G.S.West) Croasdale, 1957","652187"
Staome,"Staurodesmus omearae (W.Archer) Teiling, 1948","652188"
Stapacpse,"Staurodesmus pachyrhynchus var. pseudopachyrhynchus (Wolle) Teiling, 1967","652190"
Stapat,"Staurodesmus patens (Nordst.) Croasdale, 1957","75025"
Stapatinf,"Staurodesmus patens var. inflatus (West) Coesel & Meesters, 2013","894892"
Stapatmax,"Staurodesmus patens var. maximus Teiling, 1967","652191"
Staphi,"Staurodesmus phimus (W.B.Turner) Thomasson, 1959","627045"
Staphiocc,"Staurodesmus phimus var. occidentalis (West & G.S.West) Teiling, 1967","652192"
Stapte,"Staurodesmus pterosporus (P.Lundell) Bourr., 1966","652193"
Staral2,"Staurodesmus ralfsii (West) Tomaszewicz, 1988","834763"
Stareg,"Staurodesmus reginae F.A.C.Kouwets, 1998","652194"
Stasel,"Staurodesmus sellatus (Teiling) Teiling, 1948","652195"
Staspe2,"Staurodesmus spencerianus (Nordst.) Teiling, 1948","627102"
Staspetri,"Staurodesmus spencerianus var. triangulatus (Willi Krieg.) Teiling, 1967","652196"
Staspe3,"Staurodesmus spetsbergensis (Nordst.) Teiling, 1967","652197"
Staspeang,"Staurodesmus spetsbergensis var. angulatus (Nygaard) Capdev., 1985","652198"
Stasub7,"Staurodesmus subtriangularis (O.Borge) Teiling, 1948","652199"
Stasub8,"Staurodesmus subulatus (Kütz.) Croasdale, 1957","652200"
Stasubsub2,"Staurodesmus subulatus var. subaequalis (West & G.S.West) Thomasson, 1960","652201"
Statum2,"Staurodesmus tumidus (Bréb. ex Ralfs) Teiling, 1967","652202"
Stauni,"Staurodesmus unicornis (W.B.Turner) Thomasson, 1960","652203"
Staunigra,"Staurodesmus unicornis var. gracilis (M.O.P.Iyengar & Vimala) Teiling, 1967","652204"
Staunilon,"Staurodesmus unicornis f. longicollis (Grönblad, Prowse & Scott) Teiling, 1967","652205"
Staval,"Staurodesmus validus (West & G.S.West) Thomasson, 1960","627103"
Stavalsub,"Staurodesmus validus var. subincus (West & G.S.West) Coesel & Meesters, 2013","835321"
TeiBou,"Teilingia Bourr., 1964","198255"
Teiexc,"Teilingia excavata (Ralfs ex Ralfs) Bourr., 1964","70586"
Teiexcsub,"Teilingia excavata var. subquadrata (West & G.S.West) Stein, 1975","652233"
Teigra,"Teilingia granulata (J.Roy & Bisset) Bourr., 1964","70587"
Teigraelo,"Teilingia granulata var. elongata (P.Allorge & V.Allorge) Bourr., 1964","652234"
Teigratri,"Teilingia granulata var. trigranulata (West & G.S.West) Bourr., 1964","652235"
Teiwal,"Teilingia wallichii (D.L.Jacobsen) Bourr., 1964","70588"
Teiwalang,"Teilingia wallichii var. anglica (West & G.S.West) Kurt Förster, 1973","652236"
Teiwalsub,Teilingia wallichii var. sublaeve (P.Allorge & V.Allorge) Bourr.,"652237"
TetRal,"Tetmemorus Ralfs ex Ralfs, 1848","198308"
Tetbre,"Tetmemorus brebissonii Ralfs, 1848","70597"
Tetbremin,"Tetmemorus brebissonii var. minor De Bary, 1858","652238"
Tetgra,"Tetmemorus granulatus Bréb. ex Ralfs, 1848","70592"
Tetgracra,"Tetmemorus granulatus f. crassus Auclair, 1910","652239"
Tetgraelo,Tetmemorus granulatus var. elongatus Krieger,"70594"
Tetlae,"Tetmemorus laevis Ralfs ex Ralfs, 1848","70595"
Tetlaemin,Tetmemorus laevis var. minutus (de Bary) Playfair,"70596"
TriIye,"Triplastrum Iyengar & Ramanathan, 1942","652313"
Trisim,"Triplastrum simplex (P.Allorge) Iyengar & Ramanathan, 1942","652273"
Trispi,"Triplastrum spinulosum (Kisselev) Gauthier-Lièvre, 1960","652274"
Trispiind,"Triplastrum spinulosum var. indicum (Iyengar & Ramanathan) Gauthier-Lièvre, 1960","652275"
XanEhr,"Xanthidium Ehrenb. ex Ralfs, 1848","199044"
Xanacu,"Xanthidium aculeatum Ehrenb. ex Ralfs, 1848","652309"
Xanant,"Xanthidium antilopaeum Kütz., 1849","75151"
Xanantcan,"Xanthidium antilopaeum var. candezense Auclair, 1910","652310"
Xanantheb,Xanthidium antilopaeum var. hebridarum W. & G. S smith,"75152"
Xanantlae,Xanthidium antilopaeum var. laeve Schmidle,"75153"
Xanantpol,"Xanthidium antilopaeum var. polymazum Nordst., 1873","652311"
Xanarm,"Xanthidium armatum Bréb. ex Ralfs, 1848","75157"
Xanarmfis,"Xanthidium armatum var. fissum Nordst., 1878","652312"
Xanbre,Xanthidium brebissonii Ralfs,"75158"
Xanbrevar,Xanthidium brebissonii var. varians Ralfs,"75159"
Xancon,"Xanthidium concinnum W.Archer, 1883","627075"
Xanconbol,"Xanthidium concinnum var. boldtianum West, 1892","652318"
Xancri,"Xanthidium cristatum Bréb. ex Ralfs, 1848","75154"
Xancripol,"Xanthidium cristatum f. polonica R.Gutw., 1896","652319"
Xancridel,"Xanthidium cristatum var. delpontei J.Roy, 1893","652321"
Xanfas,"Xanthidium fasciculatum Ehrenb. ex Ralfs, 1848","75156"
Xanfashex,"Xanthidium fasciculatum var. hexagonum F.Wolle, 1884","652323"
Xanimp,"Xanthidium impar (J.P.Jacobsen) Deflandre, 1929","652324"
Xanpol,"Xanthidium polygonum Hassall, 1845","652327"
Xansmi,"Xanthidium smithii W.Archer, 1860","652328"
Xansmimaj,"Xanthidium smithii var. majus (Ralfs) West & G.S.West, 1912","652329"
Xansub,"Xanthidium subhastiferum West, 1892","652330"
Xanten,"Xanthidium tenuissimum (W.Archer) W.B.Turner, 1893","652331"
Xantet,"Xanthidium tetracentrotum Wolle, 1882","652332"
Xantetqua,"Xanthidium tetracentrotum var. quadricornutum (J.Roy & Bisset) West & G.S.West, 1900","999139"
Xantum,"Xanthidium tumidum (Ralfs) Stastny, Skaloud & Neustupa, 2013","834949"
Xanunc,"Xanthidium uncinatum (Ralfs) Stastny, Skaloud & Neustupa, 2013","835326"
Xanvar,"Xanthidium variabile (Nordst.) West & G.S.West, 1900","652333"
GonWes,Gonatozygaceae West & Fritsch,"650677"
GenDe ,"Genicularia De Bary, 1858","650678"
Genele,"Genicularia elegans West & G.S.West, 1903","650679"
Genspi,"Genicularia spirotaenia (De Bary) De Bary, 1858","650681"
PenHae,"Peniaceae Haeckel, 1894","646932"
Gonde ,"Gonatozygon de Bary, 1858","192885"
Gonacu,"Gonatozygon aculeatum W.N.Hastings, 1892","650683"
Gonbre,"Gonatozygon brebissonii De Bary, 1858","74164"
Gonbrealp,"Gonatozygon brebissonii var. alpestre Ruzicka, 1967","650684"
Gonbremin,"Gonatozygon brebissonii var. minutum (West) West & G.S.West, 1900","650685"
Gonkin,"Gonatozygon kinahanii (Arch.) Rabenh., 1868","74165"
Gonmon,Gonatozygon monotaenium De bary,"74166"
Gonmonpil,"Gonatozygon monotaenium var. pilosellum Nordst., 1886","650686"
Gonpil,Gonatozygon pilosum Wolle,"74167"
PenBré,"Penium Bréb. ex Ralfs, 1848","195934"
Pencyl,"Penium cylindrus Bréb. ex Ralfs, 1848","74466"
Pencylatt,"Penium cylindrus var. attenuatum Racib., 1889","651107"
Penexi,Penium exiguum West,"74467"
Penlib,"Penium libellula (Focke ex Nordst.) Nordst., 1888","999317"
Penmar,Penium margaritaceum (Ehrbg.) Breb.,"74468"
Penmingra,"Penium minutissimum var. gracile Auclair, 1910","651108"
Penpol,"Penium polymorphum (Perty) Perty, 1852","74472"
Penspi,Penium spirostriolatum Barker,"74476"
KleC. ,"Klebsormidiophyceae C. van den Hoek, D.G. Mann & H.M. Jahns, 1995","525072"
Kle,Klebsormidiales ,"525818"
ElaHin,"Elakatotrichaceae Hindák, 1965","653553"
ElaWil,"Elakatothrix Wille, 1898","192081"
Elagel,"Elakatothrix gelatinosa Wille, 1898","74036"
Elagen,"Elakatothrix genevensis (Reverdin) Hindák, 1962","653554"
KleK.D,"Klebsormidiaceae K.D. Stewart & K.R. Mattox, 1975","525955"
KleP.C,"Klebsormidium P.C. Silva, K.Mattox & W.Blackwell, 1972","627007"
Klecre,"Klebsormidium crenulatum (Kütz.) Lokhorst in Lokhorst & Star, 1985","650783"
Kledis,"Klebsormidium dissectum (F.Gay) H.Ettl & Gärtner, 1995","650784"
Klefla,"Klebsormidium flaccidum (Kütz.) P.C.Silva, K.R.Mattox & W.H.Blackwell, 1972","627009"
Kleflu,"Klebsormidium fluitans (F.Gay) Lokhorst, 1996","650785"
Klemuc,"Klebsormidium mucosum (J.B.Petersen) Lokhorst, 1985","670134"
Klenit,"Klebsormidium nitens (Menegh.) Lokhorst, 1996","650787"
Klepse,"Klebsormidium pseudostichococcus (Heering) H.Ettl & Gärtner, 1995","964026"
Klesub,"Klebsormidium subtile (Kütz.) Mikhailyuk, Glaser, Holzinger & Karsten, 2015","933665"
Mes,Mesostigmatophyceae ,"645991"
Cha2,Chaetosphaeridiales ,"645993"
Cha3,Chaetosphaeridiaceae ,"645994"
ChaKle,"Chaetosphaeridium Klebahn, 1892","190611"
Chaglo2,Chaetosphaeridium globosum (Nordst.) Klebs,"73528"
Zyg,Zygnematophyceae ,"521807"
Zyg2,Zygnematales ,"524641"
MesOlt,"Mesotaeniaceae Oltmanns, 1904","652242"
CylMen,"Cylindrocystis Menegh. ex De Bary, 1858","191420"
Cylbre,"Cylindrocystis brebissonii (Ralfs) De Bary, 1858","73963"
Cylcra,"Cylindrocystis crassa de Bary, 1858","73962"
Cylcraell,"Cylindrocystis crassa var. elliptica West & G.S.West, 1895","792149"
Cyljen,"Cylindrocystis jenneri (Ralfs) West & G.S.West in Lütkem., 1913","650319"
Cylscu,"Cylindrocystis sculpta Skuja, 1964","720948"
Cyltum,"Cylindrocystis tumida F.Gay, 1884","650320"
MesNäg,"Mesotaenium Nägeli, 1849","194658"
Mescal,Mesotaenium caldariorum (Lagerh.) Hansg.,"74237"
Meschlmin,"Mesotaenium chlamydosporum var. minus (West & G.S.West) West & G.S.West, 1904","74236"
Meschl,"Mesotaenium chlamydosporum De Bary, 1858","74235"
Meschlvio,"Mesotaenium chlamydosporum var. violascens (de Bary) Willi Krieg., 1935","650864"
Mesdeg,"Mesotaenium degreyi W.B.Turner, 1886","650865"
Mesdegbre,"Mesotaenium degreyi var. breve West, 1892","650866"
Mesend,"Mesotaenium endlicherianum Nägeli, 1849","74240"
Mesendgra,"Mesotaenium endlicherianum var. grande Nordst., 1879","650867"
Mesendmin,"Mesotaenium endlicherianum var. minimum (Cushman) Willi Krieg., 1933","792321"
Mesfus,Mesotaenium fusisporum (P.L.Crouan & H.M.Crouan) De Toni,"650868"
Meskra,"Mesotaenium kramstae Lemmerm., 1896","650869"
Mesmac,"Mesotaenium macrococcum (Kütz. ex Kütz.) J.Roy & Bisset, 1894","74233"
Mesmacmin,"Mesotaenium macrococcum var. minus (De Bary) Compère, 1966","650870"
Mesmin,"Mesotaenium minimum J.A.Cushman, 1906","933788"
Net(Nä,"Netrium (Nägeli) Itzigs. & Rothe, 1856","195199"
Netdig,"Netrium digitus (Bréb. ex Ralfs) Itzigs. & Rothe, 1856","74324"
Netdigell,"Netrium digitus f. ellipticum Irénée-Marie, 1939","850963"
Netdigrho,Netrium digitus f. rhomboideum (Grönblad) Kossinskaja,"835184"
Netdigcur,"Netrium digitus var. curtum (O.Borge) Willi Krieger, 1934","895083"
Netdiglam,"Netrium digitus var. lamellosum (Bréb. ex Kütz.) Grönblad, 1920","74325"
Netdiglat,"Netrium digitus var. latum Hustedt, 1911","720037"
Netdigpar,Netrium digitus var. parvum Borge,"74327"
Netnae,"Netrium naegelii (Bréb. ex W.Archer) West, 1904","999318"
Netobl,"Netrium oblongum (De Bary) Lütkem., 1902","74330"
Netoblcyl,Netrium oblongum var. cylindricum W. & G. -s. West,"74331"
Pla(Oh,"Planotaenium (Ohtani) Petlovany & Palamar-Mordvintseva, 2009","651050"
Plaint,"Planotaenium interruptum (Bréb. ex Ralfs) O.V.Petlovany & Palamar-Mordvintseva, 2009","651051"
Plaintmin,"Planotaenium interruptum var. minus (O.Borge) Petlovany & Palamar-Mordvintseva, 2009","850965"
SpiBré,"Spirotaenia Bréb., 1848","197869"
Spibac,"Spirotaenia bacillaris Lütkem., 1903","651295"
Spiclo,"Spirotaenia closteridia (Kütz.) Rabenh., 1868","651297"
Spicon,Spirotaenia condensata (Breb.) Arch.,"74907"
Spiend,"Spirotaenia endospira W.Archer, 1864","74908"
Spifus,Spirotaenia fusiformis West,"74909"
Spilem,"Spirotaenia lemanensis (Reverdin) Printz, 1927","651298"
Spimin,"Spirotaenia minuta Thur., 1856","651299"
Spitru,"Spirotaenia truncata W.Archer, 1862","651301"
TorA.J,"Tortitaenia A.J.Brook, 1998","652243"
Torobs,"Tortitaenia obscura (Ralfs) A.J.Brook, 1998","652244"
Tortra,"Tortitaenia trabeculata (A.Braun) A.J.Brook, 1998","652245"
ZygKüt,"Zygnemataceae Kütz., 1843","525253"
MouC.A,"Mougeotia C.Agardh, 1824","194917"
Moucap,"Mougeotia capucina C.Agardh, 1824","74299"
Moudep,"Mougeotia depressa (Hassall) Wittrock, 1880","975270"
Mougen,"Mougeotia genuflexa (Roth) C.Agardh, 1824","975277"
Mougra,"Mougeotia gracillima (Hassall) Wittr., 1872","74294"
Moupar,"Mougeotia parvula Hassall, 1843","74297"
Mouqua,"Mougeotia quadrangulata Hassall, 1843","74301"
Mousca,"Mougeotia scalaris Hassall, 1842","965887"
Mouvir,"Mougeotia viridis (Kütz.) Wittrock, 1872","74269"
SirKüt,"Sirogonium Kütz., 1843","965910"
Sirsti,"Sirogonium sticticum (Smith) Kütz., 1843","965911"
SpiLin,"Spirogyra Link, 1820","197867"
Spiaff,"Spirogyra affinis (Hassall) Petit, 1880","965915"
Spiarc,"Spirogyra arcta (C.Agardh) Endlichter, 1843","975274"
Spicon2,"Spirogyra condensata (Vaucher) Dumortier, 1822","965917"
Spicra,"Spirogyra crassa (Kütz.) Kütz., 1843","74888"
Spidec,"Spirogyra decimina (O.F.Müller) Dumortier, 1822","975285"
Spidecjue,"Spirogyra decimina var. juergensii (Kütz.) Petlovany, 2015","975286"
Spiins,"Spirogyra insignis (Hassall) Kütz., 1849","965920"
Spijug,"Spirogyra jugalis (Dillwyn) Kütz., 1845","965923"
Spilax,"Spirogyra laxa Kütz., 1849","975284"
Spilut,"Spirogyra lutetiana Petit, 1879","975289"
Spimax,"Spirogyra maxima (Hassall) Wittrock, 1882","975266"
Spiort,"Spirogyra orthospira Nägeli, 1849","965925"
Spipor,"Spirogyra porticalis (O.F.Müller) Dumortier, 1822","975280"
Spisub,"Spirogyra subsalsa Kütz., 1845","975283"
Spiten,"Spirogyra tenuissima (Hassall) Kütz., 1849","74902"
Spivar,"Spirogyra varians (Hassall) Kütz., 1849","74904"
Spiweb,"Spirogyra weberi Kütz., 1843","74905"
ZygC.A,"Zygnema C.Agardh, 1817","199169"
Zygcha,"Zygnema chalybeosporum Hansg., 1888","75167"
Zygcru,"Zygnema cruciatum (Vaucher) C.Agardh, 1817","965964"
Zyglei,"Zygnema leiospermum De Bary, 1858","975298"
Zygpec,"Zygnema pectinatum (Vaucher) C.Agardh, 1816","965970"
Zygste,"Zygnema stellinum (O.F.Müller) C.Agardh, 1824","965966"
Zygvau,"Zygnema vaucherii C.Agardh, 1824","965969"
Zyg(Sk,"Zygnemopsis (Skuja) Transeau, 1934","964221"
Zygdes,"Zygnemopsis desmidioides (West & G.S.West) Transeau, 1934","964222"
ZygKüt2,"Zygogonium Kütz., 1843","811608"
Zygeri,"Zygogonium ericetorum (Kützing) Hansg., 1886","811609"
ChlPas,"Chlorophyta Pascher, 1914","349531"
Chl,Chlorodendrophyceae ,"914013"
ChlMel,"Chlorodendrales Melkonian, 1990","351000"
ChlOlt,"Chlorodendraceae Oltmanns, 1904","352152"
PraKuc,"Prasinocladus Kuckuck, 1894","792385"
Pralub,"Prasinocladus lubricus Kuckuck, 1894","792387"
SchPas,"Scherffelia Pascher, 1911","956510"
Schdub,"Scherffelia dubia (Perty) Pascher, 1912","956511"
TetF.S,"Tetraselmis F.Stein, 1878","198328"
Tetcon,"Tetraselmis convolutae (Parke & Manton) R.E.Norris, Hori & Chihara, 1980","647525"
Tetcor,"Tetraselmis cordiformis (H.J.Carter) F.Stein, 1878","75068"
Tetdes,"Tetraselmis desikacharyi Marin, Hoef-Emden & Melkonian, 1996","652241"
Tetmar,"Tetraselmis marina (Cienkowski) R.E.Norris, Hori & Chihara, 1980","974766"
Tetsub,"Tetraselmis subcordiformis (Wille) Butcher, 1959","956790"
ChlWil,"Chlorophyceae Wille, 1884","187097"
Cha4,Chaetopeltidales ,"522820"
